"Book Id","ISBN","Bookshelf","Tags","Wishlist","Started Reading On","Ended Reading On","Pages Read","Read","My Rating","Review","Short note","Advanced note","Signed","Number of copies","Quotes","Flashcards","Title","Subtitle","Language","Categories","Authors","Illustrators","Translators","Editors","Narrators","Photographers","Publisher","Page Count","Published At","Format","Series","Volume","Loan Type","Loan Name","Loan Start Date","Loan Due Date","Purchase From","Purchase Price","Purchase Date","Transfer Type","Transfer place","Transfer Price","Transfer Date","Description","Date added"
"62996","9780345423610","Fiction","",0,,,480,1,,,,,0,1,"","","The Silver Wolf",,"en","Sci-Fi & Fantasy,Paranormal,Historical","Alice Borchardt","","","","","","Ballantine Books",480,"1999-05-29","paperback","Legends of the Wolf",1,,,,,,,,,,,,"“A daring and vibrant new voice on the female literary frontier . . . a stunning initiation into a dark and dazzlig realm.”—Anne Rice

Into decadent Rome of the Dark Ages comes Regeane, an enigmatic young woman distantly related to Charlemagne. But the blood she has inherited from her murdered father makes her much more than a child of royalty. Regeane is a shapeshifter—woman and wolf, hunter and hunted—possessed of preternatural agility and strength, primal memories extending back thousands of years, and senses so keen they can pierce the veil of death itself.

Betrothed to a barbarian lord she has never seen, Regeane is surrounded by enemies. But outside the gates of Rome, baying at the moon, there is a mysterious dark wolf whose scent awakens the animal in Regeane. Now, as deadly plots tighten like a noose around her neck, Regeane must fight to live with dignity as the proud creature she is: civilized and savage, partaking of both, yet infinitely more than either . . .

Praise for The Silver Wolf

“A fascinating tale—brutal, ribald, engrossing, poignantly beautiful.”—New York Times bestselling author Johanna Lindsay

“Mesmerizing . . . astounding . . . a lush, richly crafted tale . . . With intricate detailing and hypnotic prose, Alice Borchardt unleashes a new world to readers.”—Romantic Times","2023-12-02"
"1852183","9780061730214","Fiction","",0,,,352,1,,,,,0,1,"","","Silver Phoenix","Beyond the Kingdom of Xia","en","YOUNG ADULT FICTION/Fantasy / General,YOUNG ADULT FICTION/People & Places / Asia,YOUNG ADULT FICTION/Girls & Women","Cindy Pon","","","","","","Greenwillow Books",352,"2009-05-01","hardcover","Silver Phoenix",1,,,,,,,,,,,,"No one wanted Ai Ling. And deep down she is relieved—despite the dishonor she has brought upon her family—to be unbetrothed and free, not some stranger's subservient bride banished to the inner quarters. 

But now, something is after her. Something terrifying—a force she cannot comprehend. And as pieces of the puzzle start to fit together, Ai Ling begins to understand that her journey to the Palace of Fragrant Dreams isn't only a quest to find her beloved father but a venture with stakes larger than she could have imagined.

Bravery, intelligence, the will to fight and fight hard . . . she will need all of these things. Just as she will need the new and mysterious power growing within her. She will also need help.

It is Chen Yong who finds her partly submerged and barely breathing at the edge of a deep lake. There is something of unspeakable evil trying to drag her under. On a quest of his own, Chen Yong offers that help . . . and perhaps more.","2023-03-23"
"357358","9780440213468","Fiction","",0,,,0,0,,,,,0,1,"","","The Silver Kiss",,"en","Social Issues,Paranormal, Occult & Supernatural,Emotions & Feelings","Annette Curtis Klause","","","","","","Laurel Leaf",224,"1992-08-01","paperback",,,,,,,,,,,,,,"Zoe is wary when, in the dead of night, the beautiful yet frightening Simon comes to her house. Simon seems to understand the pain of loneliness and death and Zoe's brooding thoughts of her dying mother.



Simon is one of the undead, a vampire, seeking revenge for the gruesome death of his mother three hundred years before. Does Simon dare ask Zoe to help free him from this lifeless chase and its insufferable loneliness?","2024-08-03"
"9038781","9781786541970","Fiction","",0,,,0,0,,,,,0,1,"","","Silver In The Bone",,,"","Alexandra Bracken","","","","","","Penguin Random House",,"2023-04-01","hardcover",,,,,,,,,,,,,,,"2023-04-29"
"38971","9780886776855","Fiction","",0,,,400,1,,,,,0,1,"","","The Silver Gryphon",,"en","Epic Fantasy,Epic,Paranormal","Mercedes Lackey,Larry Dixon","","","","","","DAW",400,"1997-03-01","paperback","Mage Wars",3,,,,,,,,,,,,"A dozen years of peace have passed in the city of White Gryphon - providing well deserved and much needed security for the people who had lost their homes in the magical Cataclysm which killed the Mage Urtho, creator of the gryphons. But the inhabitants of White Gryphon have not forgotten their long struggles, and have trained an elite guard force, the Silver Gryphons, to protect their city, and if necessary, to join with the army of the Black Kings for mutual defense.","2023-11-25"
"4830381","9780063280779","Fiction","",0,,,0,0,,,,,0,1,"","","The Silmarillion [Illustrated Edition]",,"en","Fantasy Action & Adventure,Literary Fiction,Mythology & Folk Tales","J.R.R. Tolkien","","","","","","William Morrow",432,"2022-10-25","hardcover",,,,,,,,,,,,,,"For the first time ever, a very special edition of the forerunner to The Lord of the Rings, illustrated throughout in color by J.R.R. Tolkien himself and with the complete text printed in two colors

The Silmarilli were three perfect jewels, fashioned by F�anor, most gifted of the Elves, and within them was imprisoned the last Light of the Two Trees of Valinor. But the first Dark Lord, Morgoth, stole the jewels and set them within his iron crown, guarded in the impenetrable fortress of Angband in the north of Middle-earth.

The Silmarillion is the history of the rebellion of F�anor and his kindred against the gods, their exile from Valinor and return to Middle-earth, and their war, hopeless despite all the heroism, against the great Enemy. It is the ancient drama to which the characters in The Lord of the Rings look back, and in whose events some of them such as Elrond and Galadriel took part.

The book also includes several shorter works: the Ainulindal�, a myth of the Creation, and the Valaquenta, in which the nature and powers of each of the gods is described. The Akallab�th recounts the downfall of the great island kingdom of N�menor at the end of the Second Age, and Of the Rings of Power tells of the great events at the end of the Third Age, as narrated in The Lord of the Rings.

Tolkien could not publish The Silmarillion in his lifetime, as it grew with him, so he would leave it to his son, Christopher Tolkien, to edit the work from many manuscripts and bring his fat...","2023-03-28"
"710143","9781724112330","Fiction","",0,,,290,1,,,,,0,1,"","","Signs of Cupidity (Heart Hassle #1)","A Fantasy Reverse Harem Story","en","","Raven Kennedy","","","","","","Independently Published",290,"2018-09-27","paperback","Heart Hassle",1,,,,,,,,,,,,"You'd think that basically being in charge of love would be an epic job, right? Wrong. Sure, I can blow some Lust into people's faces and watch the show, but I can't actually participate. It gets old, trust me. Same goes for love. I can pass it out like sugar-free lollipops at a dentist's office, but I can't get any love for myself. It totally sucks. I used to consider myself a hopeless romantic, so why wouldn't I choose to become a cupid? Sounds like a good idea, right? Wrong again. They don't call us stupid cupids for nothing. I'm stuck in this never-ending afterlife where I'm invisible, lonely, and bitter as hell. And yeah, I'm probably responsible for some terrible matchmaking out there. Sorry, not sorry. All my bad cupid'ing might be why I was exiled from the human realm. You can only do so much before the cupid bosses get all huffy. Unfortunately, my bitterness carried over into the new realm, and then I attacked a fae prince with Love Arrows. Accidentally. Okay, not accidentally. But hey, he deserved it. What I didn't expect was for him to retaliate and hit my ass with some crazy magic mojo strong enough to push me into the physical realm. Whoa. That's right. This cupid just got a real body. And you know what that means...Now, it's my turn to get some. Love, I mean. Get your head out of the gutter. Wink, wink bitches. Author's Note: This is a medium-burn reverse harem story. It includes explicit language and sexual situations. Intended for audiences 18 years and old...","2023-08-26"
"10234615","9781405960779","Fiction","",0,,,240,1,,,,,0,1,"","","Signs of Cupidity",,"en","Fiction","Raven Kennedy","","","","","","Random House",240,"2023-09-28",,,,,,,,,,,,,,,"Even a cupid can be love struck . . . For years, Emelle has been a cupid - The ultimate matchmaker to help others fall in love. But this job means that she has no physical body and can't be seen by anyone. Or be able to fall in love herself. Not ideal for a romantic. Unfortunately, she becomes responsible for some rather bad matchmaking. So much so, she's punished and exiled from the human world. Finding herself among the fae, she hopes things will be better in this new realm. They're not. Fed up, she angrily fires Love Arrows at a fae prince, but he retaliates, and suddenly, she's pushed out of the Veil. Now, she has a real body. A real life. And she is ready for some matchmaking of her own. This time, she's going to find love for herself. But can this cupid find it? Signs of Cupidity is Book One in the fun, addictive, and sexy Heart Hassle series.","2024-03-17"
"165401","9780525467236","Fiction","",0,,,144,1,,,,,0,1,"","","The Sight",,"en","Action & Adventure,Fantasy,Fantasy & Magical","David Clement-Davies","","","","","","Dutton Books for Young Readers",144,"2002-03-18","hardcover","The Sight",1,,,,,,,,,,,,"In the shadow of an abandoned castle, a wolf pack seeks shelter. the she-wolf ’s pups will not be able to survive the harsh transylvanian winter. And they are being stalked by a lone wolf, Morgra, possessed of a mysterious and terrifying power known as the sight. Morgra knows that one of the pups born beneath the castle holds a key to power even stronger than her own—power that could give her control of this world and the next. but the pack she hunts will do anything to protect their own, even if it means setting in motion a battle that will involve all of nature, including the creature the wolves fear the most—Man.","2023-05-19"
"12262923","9781250322975","Fiction","",0,,,435,1,,,,,0,1,"","","Siege and Storm (The Shadow and Bone Trilogy, #2)",,"en","","Leigh Bardugo","","","","","","Henry Holt and Company",435,"2023-01-01","hardcover",,,,,,,,,,,,,,"Darkness never dies.

Hunted across the True Sea, haunted by the lives she took on the Fold, Alina must try to make a life with Mal in an unfamiliar land. She finds starting new is not easy while keeping her identity as the Sun Summoner a secret. She can’t outrun her past or her destiny for long.

The Darkling has emerged from the Shadow Fold with a terrifying new power and a dangerous plan that will test the very boundaries of the natural world. With the help of a notorious privateer, Alina returns to the country she abandoned, determined to fight the forces gathering against Ravka. But as her power grows, Alina slips deeper into the Darkling’s game of forbidden magic, and farther away from Mal. Somehow, she will have to choose between her country, her power, and the love she always thought would guide her--or risk losing everything to the oncoming storm.","2024-03-17"
"71859","9780805094602","Fiction","",0,,,0,0,,,,,0,1,"","","Siege and Storm (Shadow and Bone, #2)",,"en","Science Fiction","Leigh Bardugo","","","","","","Henry Holt",435,"2017-06-01","hardcover",,,,,,,,,,,,,,"Alternative cover edition of ISBN13: 9780805094602.

Darkness never dies.

Hunted across the True Sea, haunted by the lives she took on the Fold, Alina must try to make a life with Mal in an unfamiliar land. She finds starting new is not easy while keeping her identity as the Sun Summoner a secret. She can’t outrun her past or her destiny for long.

The Darkling has emerged from the Shadow Fold with a terrifying new power and a dangerous plan that will test the very boundaries of the natural world. With the help of a notorious privateer, Alina returns to the country she abandoned, determined to fight the forces gathering against Ravka. But as her power grows, Alina slips deeper into the Darkling’s game of forbidden magic, and farther away from Mal. Somehow, she will have to choose between her country, her power, and the love she always thought would guide her--or risk losing everything to the oncoming storm.","2025-01-20"
"804127","9780679451235","Non-Fiction","",0,,,608,1,,,,,0,1,"","","The Sibley Guide to Bird Life and Behavior",,"en","Science,Birdwatching Guides","David Allen Sibley,National Audubon Society","","","","","","Knopf",608,"2001-10-02","hardcover",,,,,,,,,,,,,,"From theNew York Timesbest selling author of the peerless bird identification guideThe Sibley Guide to Birds,a landmark exploration of how birds live and what they do.

Designed to enhance the birding experience and to enrich the popular study of North American birds, The Sibley Guide to Bird Life and Behavior combines more than 795 of Sibley's beautiful full-color illustrations with authoritative text by 48 expert birders and biologists.

Introductory essays outline the principles of avian evolution, life cycle, body structure, flight dynamics, and more. The 80 family-by-family chapters describe the amazing range of behavior dictated by birds’ biology and environment. Among the subjects covered and illustrated are:

--molts and plumages
--habitats
--food and foraging
--vocalizations and displays
--courtship and breeding
--rearing of young
--migration and movements
--scientific groupings
--introduced species
--accidental species 
--anatomy
--flight patterns 
--nests and eggs
--conservation
--global distribution

Accessibly written, superbly designed and organized, and brilliantly illustrated, The Sibley Guide to Bird Life and Behavior is an indispensable source of information on the avian life around us.","2023-04-02"
"1952857","9781473683259","Non-Fiction","",0,,,0,0,,,,,0,1,"","","Short Stories in Spanish for Beginners",,"en","Reading Skills","Olly Richards","","","","","","Teach Yourself",238,"2018-11-13","paperback",,,,,,,,,,,,,,"An unmissable collection of eight unconventional and captivating short stories for young and adult learners.

""I love Olly's work - and you will too!"" - Barbara Oakley, PhD, Author of New York Times bestseller A Mind for Numbers

Short Stories in Spanish for Beginners has been written especially for students from beginner to intermediate level, designed to give a sense of achievement, and most importantly - enjoyment! Mapped to A2-B1 on the Common European Framework of Reference, these eight captivating stories will both entertain you, and give you a feeling of progress when reading.

What does this book give you?

· Eight stories in a variety of exciting genres, from science fiction and crime to history and thriller - making reading fun, while you learn a wide range of new vocabulary

· Controlled language at your level, including the 1000 most frequent words, to help you progress confidently

· Authentic spoken dialogues, to help you learn conversational expressions and improve your speaking ability

· Pleasure! It's much easier to learn a new language when you're having fun, and research shows that if you're enjoying reading in a foreign language, you won't experience the usual feelings of frustration - 'It's too hard!' 'I don't understand!'

· Accessible grammar so you learn new structures naturally, in a stress-free way

Carefully curated to make learning a new language easy, these stories include key features that will support and consolidate your progress, including...","2023-12-18"
"18592","9780545123266","Fiction","",0,,,392,1,,,,,0,1,"","","Shiver (The Wolves of Mercy Falls, #1)",,"en","Science Fiction,Fantasy,Romance","Maggie Stiefvater","","","","","","Scholastic Press",392,"2009-08-01","hardcover","The Wolves of Mercy Falls",1,,,,,,,,,,,,"For years, Grace has watched the wolves in the woods behind her house. One yellow-eyed wolf—her wolf—is a chilling presence she can't seem to live without.

Meanwhile, Sam has lived two lives: In winter, the frozen woods, the protection of the pack, and the silent company of a fearless girl. In summer, a few precious months of being human… until the cold makes him shift back again.

Now, Grace meets a yellow-eyed boy whose familiarity takes her breath away. It's her wolf. It has to be. But as winter nears, Sam must fight to stay human—or risk losing himself, and Grace, forever.","2023-07-21"
"51476","9780553575637","Fiction","",0,,,0,0,,,,,0,1,"","","Ship of Magic","The Liveship Traders","en","Epic Fantasy,Epic,Arthurian","Robin Hobb","","","","","","Spectra",832,"1999-02-02","paperback","Liveship Traders Trilogy",1,,,,,,,,,,,,"“A truly extraordinary saga . . . The characterizations are consistently superb, and [Hobb] animates everything with love for and knowledge of the sea.”—Booklist

Bingtown is a hub of exotic trade and home to a merchant nobility famed for its liveships—rare vessels carved from wizardwood, which ripens magically into sentient awareness. Now the fortunes of one of Bingtown’s oldest families rest on the newly awakened liveship Vivacia. 

For Althea Vestrit, the ship is her rightful legacy. For Althea’s young nephew, wrenched from his religious studies and forced to serve aboard the ship, the Vivacia is a life sentence. But the fate of the ship—and the Vestrits—may ultimately lie in the hands of an outsider: the ruthless buccaneer captain Kennit, who plans to seize power over the Pirate Isles by capturing a liveship and bending it to his will. 

Praise for Robin Hobb and the Liveship Traders Trilogy

“Fantasy as it ought to be written . . . Robin Hobb’s books are diamonds in a sea of zircons.”—George R. R. Martin 

“A major work of high fantasy, reading like a cross between Tolkien and Patrick O’Brian . . . one of the finest fantasy sagas to bridge the millennium.”—Publishers Weekly

“Rich, complex . . . [Hobb’s] plotting is complex but tightly controlled, and her descriptive powers match her excellent visual imagination. But her chief virtue is that she delineates character extremely well.”—Interzone","2023-04-24"
"756642","9780593308097","Fiction","",0,,,0,0,,,,,0,1,"","","Shielded",,"en","Romance,Epic,Social Issues","KayLynn Flanders","","","","","","Delacorte Press",432,"2020-06-23","hardcover","Shielded",1,,,,,,,,,,,,,"2023-11-30"
"45951","9780553289428","Fiction","",0,,,928,1,,,,,0,1,"","","The Shelters of Stone","Earth's Children, Book Five","en","Historical,Literary,Action & Adventure","Jean M. Auel","","","","","","Bantam",928,"2003-07-01","paperback","Earth's Children",5,,,,,,,,,,,,"The Shelters of Stone opens as Ayla and Jondalar, along with their animal friends, Wolf, Whinney, and Racer, complete their epic journey across Europe and are greeted by Jondalar’s people: the Zelandonii. The people of the Ninth Cave of the Zelandonii fascinate Ayla. Their clothes, customs, artifacts, even their homes—formed in great cliffs of vertical limestone—are a source of wonder to her. And in the woman Zelandoni, the spiritual leader of the Ninth Cave (and the one who initiated Jondalar into the Gift of Pleasure), she meets a fellow healer with whom to share her knowledge and skills.

But as Ayla and Jondalar prepare for the formal mating at the Summer Meeting, there are difficulties. Not all the Zelandonii are welcoming. Some fear Ayla’s unfamiliar ways and abhor her relationship with those they call flatheads and she calls Clan. Some even oppose her mating with Jondalar, and make their displeasure known. Ayla has to call on all her skills, intelligence, knowledge, and instincts to find her way in this complicated society, to prepare for the birth of her child, and to decide whether she will accept new challenges and play a significant role in the destiny of the Zelandonii.

Jean Auel is at her very best in this superbly textured creation of a prehistoric society. The Shelters of Stone is a sweeping story of love and danger, with all the wonderful detail—based on meticulous research— that makes her novels unique. It is a triumphant continuation of the Earth’s Child...","2024-08-13"
"51658","9780451160539","Fiction","",0,,,512,1,,,,,0,1,"","","She Who Remembers",,"en","Literary,Fiction","Linda Lay Shuler","","","","","","Berkley",512,"1989-08-01","paperback","Kwani",1,,,,,,,,,,,,"Kwani. A beautiful woman born in the American southwest long before Columbus...whose blue eyes marked her as a witch and set her apart from the Indian tribe that raised her.

Following her path of destiny in a vanished world of great stone cities and trackless wilderness, warring tribes and mysterious travelers from other lands, Kwani found love with Kokopelli, the Toltec magician, who rescued her from death and took her to the Place of the Eagle Clan. There she was transformed from an outcast to the Chosen of the Gods, where she became She Who Remembers and taught young girls the ancient secrets only women know...secrets that provided her with inner power to overcome and triumph-and change her life forever.","2023-12-02"
"1731580","9781250621801","Fiction","",0,,,416,1,,,,,0,1,"","","She Who Became the Sun (The Radiant Emperor, #1)",,"en","Science Fiction,Fantasy","Shelley Parker-Chan","","","","","","Tor Books",416,"2021-07-20","hardcover","The Radiant Emperor",1,,,,,,,,,,,,"Mulan meets The Song of Achilles; an accomplished, poetic debut of war and destiny, sweeping across an epic alternate China.

“I refuse to be nothing…”

In a famine-stricken village on a dusty yellow plain, two children are given two fates. A boy, greatness. A girl, nothingness…

In 1345, China lies under harsh Mongol rule. For the starving peasants of the Central Plains, greatness is something found only in stories. When the Zhu family’s eighth-born son, Zhu Chongba, is given a fate of greatness, everyone is mystified as to how it will come to pass. The fate of nothingness received by the family’s clever and capable second daughter, on the other hand, is only as expected.

When a bandit attack orphans the two children, though, it is Zhu Chongba who succumbs to despair and dies. Desperate to escape her own fated death, the girl uses her brother's identity to enter a monastery as a young male novice. There, propelled by her burning desire to survive, Zhu learns she is capable of doing whatever it takes, no matter how callous, to stay hidden from her fate.

After her sanctuary is destroyed for supporting the rebellion against Mongol rule, Zhu uses takes the chance to claim another future altogether: her brother's abandoned greatness.

A lush, fresh literary voice merges with commercial appeal in this accomplished debut. Powerful and poetic, beautiful and brutal, She Who Became the Sun is a bold reimagining of the rise of the founding emperor of the Ming Dynasty.","2024-05-04"
"11201720","9780590396837","Fiction","",0,,,0,0,,,,,0,1,"","","Shatterglass (The Circle Opens, #4)",,"en","Science Fiction,Fiction Texts","Tamora Pierce","","","","","","Scholastic Press",363,"2003-03-01","hardcover",,,,,,,,,,,,,,"The breathtaking conclusion to Pierce's The Circle Opens quartet is now available in mass market paperback.","2023-04-08"
"528112","9780385739504","Fiction","",0,,,976,1,,,,,0,1,"","","The Shapeshifters","The Kiesha'ra of the Den of Shadows","en","Romance,Legends, Myths, Fables,Fantasy & Magical","Amelia Atwater-Rhodes","","","","","","Delacorte Press",976,"2010-01-12","paperback",,,,,,,,,,,,,,"Five shapeshifter novels—one fascinating read!

Hawksong
Danica Shardae, an avian shapeshifter, will do anything in her power to stop the war that has raged between her people and the serpiente—even pretend to be in love with Zane Cobriana, the terrifying leader of her kind’s greatest enemy, and accept him as her pair bond. But will Zane strike as swiftly and lethally as the cobra that is his second form?

Snakecharm
A surprising union has brought peace to the avians and serpiente. Soon a child will be born to carry on their royal lines. But Syfka, an ancient falcon, is claiming that one of her people is hidden in the avian and serpiente land. Is Syfka’s lost falcon just a ruse to stir up controversy among them?

Falcondance
Nicias is a falcon, the son of two exiles from Ahnmik, and images of this distant island have always haunted his dreams. When his visions become more like reality, his parents send him back to the homeland—and a royal falcon—they’ve tried their best to forget. 

Wolfcry 
Oliza Shardae Cobriana is heir to Wyvern’s Court, home of the avians and serpiente, whose war with each other ended just before Oliza was born. But hatred is slow to die, and Oliza’s serpiente suitor is found beaten in avian land. How can she be expected to lead a unified society if her people still cannot live peacefully together? 

Wyvernhail 
Hai, daughter of a falcon mother and a deceased cobra father, is considered a mongrel by most, an ally by some, and a friend by few. When Hai’...","2023-09-04"
"4441505","9780879979072","Fiction","",0,,,221,1,,,,,0,1,"","","Shapechangers",,"en","Epic Fantasy,Epic,Action & Adventure","Jennifer Roberson","","","","","","DAW",221,"1984-02-07","paperback","Cheysuli",1,,,,,,,,,,,,"The first book in the Chronicles of the Cheysuli spins a tale of magical warriors and shapeshifters as they battle the sorcerers that threaten their existence

They were the Cheysuli, a race of magical warriors gifted with the ability to assume animal shape at will. For centuries, they had been allies to the King of Homana, treasured champions of the realm. Until a king's daughter ran away with a Cheysuli liege man and caused a war of annihilation against the Cheysuli race. 

Twenty-five years later the Cheysuli were hunted exiles in their own land, feared for their sorcery, their shapeshifting.

This is the story of Alix, the daughter of that ill-fated union between Homanan princess and Cheysuli warrior, and her struggle to master the call of magic in her blood, and accept her place in an ancient prophecy she cannot deny,","2023-07-14"
"8984323","9780756409203","Fiction","",0,,,0,0,,,,,0,1,"","","Shannivar","Book Two of the Seven-petaled Shield","en","Fiction","Deborah J. Ross","","","","","","Penguin",466,"2013-01-01","paperback",,,,,,,,,,,,,,"A sequel to The Seven-Petaled Shield finds fierce warrior woman Shannivar joining forces with Zevaron, the heir to the magical Seven-Petaled Shield, to battle monstrous stone-drakes from the far northern regions who serve a legendary, evil embodiment of chaos. By the co-author of the Darkover series. Original.","2023-06-15"
"9519857","9781399720854","Fiction","",0,,,0,0,,,,,0,1,"","","Shanghai Immortal",,"en","","A.Y. Chao","","","","","","Hodderscape",346,"2023-01-01","hardcover",,,,,,,,,,,,,,"Half vampire.
Half fox-spirit. 
All trouble. 

Pawned by her mother to the King of Hell as a child, Lady Jing is half-vampire, half-hulijing fox-spirit and all sasshole. As the King’s ward, she has spent the past ninety years running errands, dodging the taunts of the spiteful hulijing courtiers, and trying to control her explosive temper – with varying levels of success.

So when Jing overhears the courtiers plotting to steal a priceless dragon pearl from the King, she seizes her chance to expose them, once and for all.

With the help of a gentle mortal tasked with setting up the Central Bank of Hell, Jing embarks on a wild chase for intel, first through Hell and then mortal Shanghai. But when her hijinks put the mortal in danger, she must decide which is more important: avenging her loss of face, or letting go of her half-empty approach to life for a chance to experience tenderness – and maybe even love.

This richly told adult fantasy debut teens with Chinese deities and demons cavorting in jazz age Shanghai","2023-09-04"
"116373","9780375866579","Fiction","",0,,,0,0,,,,,0,1,"","","Shadow Scale",,"en","Action & Adventure,Fantasy,Historical Fiction","Rachel Hartman","","","","","","Random House Books for Young Readers",608,"2015-03-10","hardcover","Seraphina Series",2,,,,,,,,,,,,"Seraphina took the literary world by storm with 8 starred reviews and numerous “Best of” lists. At last, her eagerly awaited sequel has arrived—and with it comes an epic battle between humans and dragons.

The kingdom of Goredd: a world where humans and dragons share life with an uneasy balance, and those few who are both human and dragon must hide the truth. Seraphina is one of these, part girl, part dragon, who is reluctantly drawn into the politics of her world. When war breaks out between the dragons and humans, she must travel the lands to find those like herself—for she has an inexplicable connection to all of them, and together they will be able to fight the dragons in powerful, magical ways. 

As Seraphina gathers this motley crew, she is pursued by humans who want to stop her. But the most terrifying is another half dragon, who can creep into people’s minds and take them over. Until now, Seraphina has kept her mind safe from intruders, but that also means she’s held back her own gift. It is time to make a choice: Cling to the safety of her old life, or embrace a powerful new destiny? 

Praise for Seraphina:

A New York Times Bestseller
An Indie Bestseller
Winner of the William C. Morris Debut Award
Winner of the Cybil Award for Teen Fantasy and Science Fiction
An Amazon Top 20 Teen Book of the Year
A Chicago Public Library Best Book of the Year
A Kirkus Reviews Best Teen Book of the Year
A School Library Journal Best Book of the Year
A Library Journal Best Young A...","2023-11-09"
"683773","9781419735059","Fiction","",0,,,0,0,,,,,0,1,"","","The Shadow of Kyoshi (The Kyoshi Novels, #2)",,"en","Fantasy","F. C. Yee","","","","","","Abrams",341,"2020-01-01","hardcover","The Kyoshi Novels",2,,,,,,,,,,,,"The epic, can’t-miss follow-up to the New York Times bestselling Avatar, The Last Airbender:The Rise of Kyoshi

Kyoshi’s place as the true Avatar has finally been cemented—but at a heavy cost. With her mentors gone, Kyoshi voyages across the Four Nations, struggling to keep the peace. But while her reputation grows, a mysterious threat emerges from the Spirit World. To stop it, Kyoshi, Rangi, and their reluctant allies must join forces before the Four Nations are destroyed irreparably. This thrilling follow-up continues Kyoshi’s journey from a girl of humble origins to the merciless pursuer of justice still feared and admired centuries after becoming the Avatar.","2023-03-23"
"51769","9780380720866","Fiction","",0,,,0,0,,,,,0,1,"","","Shadow of a Dark Queen","Book One of the Serpentwar Saga","en","FICTION/Fantasy / General,FICTION/Thrillers / Suspense,FICTION/Fantasy / Epic","Raymond E. Feist","","","","","","Harper Voyager",528,"1995-05-01","paperback",,,,,,,,,,,,,,"A dread darkness is descending upon a great land called Midkemia—a powerful and malevolent race of monsters that has slipped through a hole in the dimensions. And two unlikely young heroes—a bastard heir denied his birthright and an irrepressible scoundrel with a penchant for thievery—must take up arms in the struggle to protect their besieged world...two friends chosen by Destiny to stand at the fore of the battle that is to come against the gargantuan reptile army of the terrible Emerald Queen.","2024-05-27"
"8795096","9781955616553","Fiction","",0,,,0,0,,,,,0,1,"","","Shadow City: Silver Wolf (The Complete Series)","Silver Wolf Omnibus","en","Fiction","Jen L. Grey","","","","","","Grey Valor Publishing LLC",,"2022-08-25","hardcover","Shadow City: Silver Wolf",1,,,,,,,,,,,,"I'm the last surviving member of my pack, and I'm running for my life. 

As the future pack leader of the Silver Wolves, my life was carefully planned: stay hidden, and learn to fight. In an instant, everything changes. 

My pack was slaughtered by an unknown enemy. Alone and unsure who to trust, I search for safety. 

Now, there's a pack leader who offers me something that no one else can--protection. 

He’s sexy, an absolute jerk, and my fated mate. 

The more I try to fight our bond, the more fate pushes us together. But the price may be too much for both of us. 

I’m being hunted, and the choices I'm forced to make could destroy me. 

*Please Note* 

Welcome to Shadow City, where each trilogy focuses on a different pair of fated mates. By the end of every trilogy, each couple will have their happy ever after. 

Shadow City: Silver Wolf 
Broken Mate 
Rising Darkness 
Silver Moon","2024-06-27"
"12262927","9781250322982","Fiction","",0,,,358,1,,,,,0,1,"","","Shadow and Bone (The Shadow and Bone Trilogy, #1)",,"en","","Leigh Bardugo","","","","","","Henry Holt and Company",358,"2023-01-01","hardcover",,,,,,,,,,,,,,"Surrounded by enemies, the once-great nation of Ravka has been torn in two by the Shadow Fold, a swath of near impenetrable darkness crawling with monsters who feast on human flesh. Now its fate may rest on the shoulders of one lonely refugee.

Alina Starkov has never been good at anything. But when her regiment is attacked on the Fold and her best friend is brutally injured, Alina reveals a dormant power that saves his life—a power that could be the key to setting her war-ravaged country free. Wrenched from everything she knows, Alina is whisked away to the royal court to be trained as a member of the Grisha, the magical elite led by the mysterious Darkling.

Yet nothing in this lavish world is what it seems. With darkness looming and an entire kingdom depending on her untamed power, Alina will have to confront the secrets of the Grisha . . . and the secrets of her heart.

Shadow and Bone is the first installment in Leigh Bardugo's Grisha Trilogy.","2024-03-17"
"35543","9780805094596","Fiction","",0,,,0,0,,,,,0,1,"","","Shadow and Bone (Shadow and Bone, #1)",,"en","Science Fiction","Leigh Bardugo","","","","","","Henry Holt",358,"2017-06-01","hardcover",,,,,,,,,,,,,,"Alternative cover edition of ISBN13: 9780805094596.

Surrounded by enemies, the once-great nation of Ravka has been torn in two by the Shadow Fold, a swath of near impenetrable darkness crawling with monsters who feast on human flesh. Now its fate may rest on the shoulders of one lonely refugee.

Alina Starkov has never been good at anything. But when her regiment is attacked on the Fold and her best friend is brutally injured, Alina reveals a dormant power that saves his life—a power that could be the key to setting her war-ravaged country free. Wrenched from everything she knows, Alina is whisked away to the royal court to be trained as a member of the Grisha, the magical elite led by the mysterious Darkling.

Yet nothing in this lavish world is what it seems. With darkness looming and an entire kingdom depending on her untamed power, Alina will have to confront the secrets of the Grisha . . . and the secrets of her heart.

Shadow and Bone is the first installment in Leigh Bardugo's Grisha Trilogy.","2024-12-10"
