continent,country,year,gdpPercap,lifeExp,pop
Africa,Senegal,1972,1597.712056,45.815,4588696.0
Africa,Senegal,1977,1561.769116,48.879,5260855.0
Africa,Senegal,1982,1518.479984,52.379,6147783.0
Africa,Senegal,1987,1441.72072,55.769,7171347.0
Africa,Senegal,1992,1367.899369,58.196,8307920.0
Africa,Senegal,1997,1392.368347,60.187,9535314.0
Africa,Senegal,2002,1519.635262,61.6,10870037.0
Africa,Senegal,2007,1712.472136,63.062,12267493.0
Africa,Sierra Leone,1952,879.7877358,30.331,2143249.0
Africa,Sierra Leone,1957,1004.484437,31.57,2295678.0
Africa,Sierra Leone,1962,1116.639877,32.767,2467895.0
Africa,Sierra Leone,1967,1206.043465,34.113,2662190.0
Africa,Sierra Leone,1972,1353.759762,35.4,2879013.0
Africa,Sierra Leone,1977,1348.285159,36.788,3140897.0
Africa,Sierra Leone,1982,1465.010784,38.445,3464522.0
Africa,Sierra Leone,1987,1294.447788,40.006,3868905.0
Africa,Sierra Leone,1992,1068.696278,38.333,4260884.0
Africa,Sierra Leone,1997,574.6481576,39.897,4578212.0
Africa,Sierra Leone,2002,699.489713,41.012,5359092.0
Africa,Sierra Leone,2007,862.5407561,42.568,6144562.0
Africa,Somalia,1952,1135.749842,32.978,2526994.0
Africa,Somalia,1957,1258.147413,34.977,2780415.0
Africa,Somalia,1962,1369.488336,36.981,3080153.0
Africa,Somalia,1967,1284.73318,38.977,3428839.0
Africa,Somalia,1972,1254.576127,40.973,3840161.0
Africa,Somalia,1977,1450.992513,41.974,4353666.0
Africa,Somalia,1982,1176.807031,42.955,5828892.0
Africa,Somalia,1987,1093.244963,44.501,6921858.0
Africa,Somalia,1992,926.9602964,39.658,6099799.0
Africa,Somalia,1997,930.5964284,43.795,6633514.0
Africa,Somalia,2002,882.0818218,45.936,7753310.0
Africa,Somalia,2007,926.1410683,48.159,9118773.0
Africa,South Africa,1952,4725.295531,45.009,14264935.0
Africa,South Africa,1957,5487.104219,47.985,16151549.0
Africa,South Africa,1962,5768.729717,49.951,18356657.0
Africa,South Africa,1967,7114.477971,51.927,20997321.0
Africa,South Africa,1972,7765.962636,53.696,23935810.0
Africa,South Africa,1977,8028.651439,55.527,27129932.0
Africa,South Africa,1982,8568.266228,58.161,31140029.0
Africa,South Africa,1987,7825.823398,60.834,35933379.0
Africa,South Africa,1992,7225.069258,61.888,39964159.0
Africa,South Africa,1997,7479.188244,60.236,42835005.0
Africa,South Africa,2002,7710.946444,53.365,44433622.0
Africa,South Africa,2007,9269.657808,49.339,43997828.0
Africa,Sudan,1952,1615.991129,38.635,8504667.0
Africa,Sudan,1957,1770.337074,39.624,9753392.0
Africa,Sudan,1962,1959.593767,40.87,11183227.0
Africa,Sudan,1967,1687.997641,42.858,12716129.0
Africa,Sudan,1972,1659.652775,45.083,14597019.0
Africa,Sudan,1977,2202.988423,47.8,17104986.0
Africa,Sudan,1982,1895.544073,50.338,20367053.0
Africa,Sudan,1987,1507.819159,51.744,24725960.0
Africa,Sudan,1992,1492.197043,53.556,28227588.0
Africa,Sudan,1997,1632.210764,55.373,32160729.0
Africa,Sudan,2002,1993.398314,56.369,37090298.0
Africa,Sudan,2007,2602.394995,58.556,42292929.0
Africa,Swaziland,1952,1148.376626,41.407,290243.0
Africa,Swaziland,1957,1244.708364,43.424,326741.0
Africa,Swaziland,1962,1856.182125,44.992,370006.0
Africa,Swaziland,1967,2613.101665,46.633,420690.0
Africa,Swaziland,1972,3364.836625,49.552,480105.0
Africa,Swaziland,1977,3781.410618,52.537,551425.0
Africa,Swaziland,1982,3895.384018,55.561,649901.0
Africa,Swaziland,1987,3984.839812,57.678,779348.0
Africa,Swaziland,1992,3553.0224,58.474,962344.0
Africa,Swaziland,1997,3876.76846,54.289,1054486.0
Africa,Swaziland,2002,4128.116943,43.869,1130269.0
Africa,Swaziland,2007,4513.480643,39.613,1133066.0
Africa,Tanzania,1952,716.6500721,41.215,8322925.0
Africa,Tanzania,1957,698.5356073,42.974,9452826.0
Africa,Tanzania,1962,722.0038073,44.246,10863958.0
Africa,Tanzania,1967,848.2186575,45.757,12607312.0
Africa,Tanzania,1972,915.9850592,47.62,14706593.0
Africa,Tanzania,1977,962.4922932,49.919,17129565.0
Africa,Tanzania,1982,874.2426069,50.608,19844382.0
Africa,Tanzania,1987,831.8220794,51.535,23040630.0
Africa,Tanzania,1992,825.682454,50.44,26605473.0
Africa,Tanzania,1997,789.1862231,48.466,30686889.0
Africa,Tanzania,2002,899.0742111,49.651,34593779.0
Africa,Tanzania,2007,1107.482182,52.517,38139640.0
Africa,Togo,1952,859.8086567,38.596,1219113.0
Africa,Togo,1957,925.9083202,41.208,1357445.0
Africa,Togo,1962,1067.53481,43.922,1528098.0
Africa,Togo,1967,1477.59676,46.769,1735550.0
Africa,Togo,1972,1649.660188,49.759,2056351.0
Africa,Togo,1977,1532.776998,52.887,2308582.0
Africa,Togo,1982,1344.577953,55.471,2644765.0
Africa,Togo,1987,1202.201361,56.941,3154264.0
Africa,Togo,1992,1034.298904,58.061,3747553.0
Africa,Togo,1997,982.2869243,58.39,4320890.0
Africa,Togo,2002,886.2205765,57.561,4977378.0
Africa,Togo,2007,882.9699438,58.42,5701579.0
Africa,Tunisia,1952,1468.475631,44.6,3647735.0
Africa,Tunisia,1957,1395.232468,47.1,3950849.0
Africa,Tunisia,1962,1660.30321,49.579,4286552.0
Africa,Tunisia,1967,1932.360167,52.053,4786986.0
Africa,Tunisia,1972,2753.285994,55.602,5303507.0
Africa,Tunisia,1977,3120.876811,59.837,6005061.0
Africa,Tunisia,1982,3560.233174,64.048,6734098.0
Africa,Tunisia,1987,3810.419296,66.894,7724976.0
Africa,Tunisia,1992,4332.720164,70.001,8523077.0
Africa,Tunisia,1997,4876.798614,71.973,9231669.0
Africa,Tunisia,2002,5722.895655,73.042,9770575.0
Africa,Tunisia,2007,7092.923025,73.923,10276158.0
Africa,Uganda,1952,734.753484,39.978,5824797.0
Africa,Uganda,1957,774.3710692,42.571,6675501.0
Africa,Uganda,1962,767.2717398,45.344,7688797.0
Africa,Uganda,1967,908.9185217,48.051,8900294.0
Africa,Uganda,1972,950.735869,51.016,10190285.0
Africa,Uganda,1977,843.7331372,50.35,11457758.0
Africa,Uganda,1982,682.2662268,49.849,12939400.0
Africa,Uganda,1987,617.7244065,51.509,15283050.0
Africa,Uganda,1992,644.1707969,48.825,18252190.0
Africa,Uganda,1997,816.559081,44.578,21210254.0
Africa,Uganda,2002,927.7210018,47.813,24739869.0
Africa,Uganda,2007,1056.380121,51.542,29170398.0
Africa,Zambia,1952,1147.388831,42.038,2672000.0
Africa,Zambia,1957,1311.956766,44.077,3016000.0
Africa,Zambia,1962,1452.725766,46.023,3421000.0
Africa,Zambia,1967,1777.077318,47.768,3900000.0
Africa,Zambia,1972,1773.498265,50.107,4506497.0
Africa,Zambia,1977,1588.688299,51.386,5216550.0
Africa,Zambia,1982,1408.678565,51.821,6100407.0
Africa,Zambia,1987,1213.315116,50.821,7272406.0
Africa,Zambia,1992,1210.884633,46.1,8381163.0
Africa,Zambia,1997,1071.353818,40.238,9417789.0
Africa,Zambia,2002,1071.613938,39.193,10595811.0
Africa,Zambia,2007,1271.211593,42.384,11746035.0
Africa,Zimbabwe,1952,406.8841148,48.451,3080907.0
Africa,Zimbabwe,1957,518.7642681,50.469,3646340.0
Africa,Zimbabwe,1962,527.2721818,52.358,4277736.0
Africa,Zimbabwe,1967,569.7950712,53.995,4995432.0
Africa,Zimbabwe,1972,799.3621758,55.635,5861135.0
Africa,Zimbabwe,1977,685.5876821,57.674,6642107.0
Africa,Zimbabwe,1982,788.8550411,60.363,7636524.0
Africa,Zimbabwe,1987,706.1573059,62.351,9216418.0
Africa,Zimbabwe,1992,693.4207856,60.377,10704340.0
Africa,Zimbabwe,1997,792.4499603,46.809,11404948.0
Africa,Zimbabwe,2002,672.0386227,39.989,11926563.0
Africa,Zimbabwe,2007,469.7092981,43.487,12311143.0
Americas,Argentina,1952,5911.315053,62.485,17876956.0
Americas,Argentina,1957,6856.856212,64.399,19610538.0
Americas,Argentina,1962,7133.166023,65.142,21283783.0
Americas,Argentina,1967,8052.953021,65.634,22934225.0
Americas,Argentina,1972,9443.038526,67.065,24779799.0
Americas,Argentina,1977,10079.02674,68.481,26983828.0
Americas,Argentina,1982,8997.897412,69.942,29341374.0
Americas,Argentina,1987,9139.671389,70.774,31620918.0
Americas,Argentina,1992,9308.41871,71.868,33958947.0
Americas,Argentina,1997,10967.28195,73.275,36203463.0
Americas,Argentina,2002,8797.640716,74.34,38331121.0
Americas,Argentina,2007,12779.37964,75.32,40301927.0
Americas,Bolivia,1952,2677.326347,40.414,2883315.0
Americas,Bolivia,1957,2127.686326,41.89,3211738.0
Americas,Bolivia,1962,2180.972546,43.428,3593918.0
Americas,Bolivia,1967,2586.886053,45.032,4040665.0
Americas,Bolivia,1972,2980.331339,46.714,4565872.0
Americas,Bolivia,1977,3548.097832,50.023,5079716.0
Americas,Bolivia,1982,3156.510452,53.859,5642224.0
Americas,Bolivia,1987,2753.69149,57.251,6156369.0
Americas,Bolivia,1992,2961.699694,59.957,6893451.0
Americas,Bolivia,1997,3326.143191,62.05,7693188.0
Americas,Bolivia,2002,3413.26269,63.883,8445134.0
Americas,Bolivia,2007,3822.137084,65.554,9119152.0
Americas,Brazil,1952,2108.944355,50.917,56602560.0
Americas,Brazil,1957,2487.365989,53.285,65551171.0
Americas,Brazil,1962,3336.585802,55.665,76039390.0
Americas,Brazil,1967,3429.864357,57.632,88049823.0
Americas,Brazil,1972,4985.711467,59.504,100840058.0
Americas,Brazil,1977,6660.118654,61.489,114313951.0
Americas,Brazil,1982,7030.835878,63.336,128962939.0
Americas,Brazil,1987,7807.095818,65.205,142938076.0
Americas,Brazil,1992,6950.283021,67.057,155975974.0
Americas,Brazil,1997,7957.980824,69.388,168546719.0
Americas,Brazil,2002,8131.212843,71.006,179914212.0
Americas,Brazil,2007,9065.800825,72.39,190010647.0
Americas,Canada,1952,11367.16112,68.75,14785584.0
Americas,Canada,1957,12489.95006,69.96,17010154.0
Americas,Canada,1962,13462.48555,71.3,18985849.0
Americas,Canada,1967,16076.58803,72.13,20819767.0
Americas,Canada,1972,18970.57086,72.88,22284500.0
Americas,Canada,1977,22090.88306,74.21,23796400.0
Americas,Canada,1982,22898.79214,75.76,25201900.0
Americas,Canada,1987,26626.51503,76.86,26549700.0
Americas,Canada,1992,26342.88426,77.95,28523502.0
Americas,Canada,1997,28954.92589,78.61,30305843.0
Americas,Canada,2002,33328.96507,79.77,31902268.0
Americas,Canada,2007,36319.23501,80.653,33390141.0
Americas,Chile,1952,3939.978789,54.745,6377619.0
Americas,Chile,1957,4315.622723,56.074,7048426.0
Americas,Chile,1962,4519.094331,57.924,7961258.0
Americas,Chile,1967,5106.654313,60.523,8858908.0
Americas,Chile,1972,5494.024437,63.441,9717524.0
Americas,Chile,1977,4756.763836,67.052,10599793.0
Americas,Chile,1982,5095.665738,70.565,11487112.0
Americas,Chile,1987,5547.063754,72.492,12463354.0
Americas,Chile,1992,7596.125964,74.126,13572994.0
Americas,Chile,1997,10118.05318,75.816,14599929.0
Americas,Chile,2002,10778.78385,77.86,15497046.0
Americas,Chile,2007,13171.63885,78.553,16284741.0
Americas,Colombia,1952,2144.115096,50.643,12350771.0
Americas,Colombia,1957,2323.805581,55.118,14485993.0
Americas,Colombia,1962,2492.351109,57.863,17009885.0
Americas,Colombia,1967,2678.729839,59.963,19764027.0
Americas,Colombia,1972,3264.660041,61.623,22542890.0
Americas,Colombia,1977,3815.80787,63.837,25094412.0
Americas,Colombia,1982,4397.575659,66.653,27764644.0
Americas,Colombia,1987,4903.2191,67.768,30964245.0
Americas,Colombia,1992,5444.648617,68.421,34202721.0
Americas,Colombia,1997,6117.361746,70.313,37657830.0
Americas,Colombia,2002,5755.259962,71.682,41008227.0
Americas,Colombia,2007,7006.580419,72.889,44227550.0
Americas,Costa Rica,1952,2627.009471,57.206,926317.0
Americas,Costa Rica,1957,2990.010802,60.026,1112300.0
Americas,Costa Rica,1962,3460.937025,62.842,1345187.0
Americas,Costa Rica,1967,4161.727834,65.424,1588717.0
Americas,Costa Rica,1972,5118.146939,67.849,1834796.0
Americas,Costa Rica,1977,5926.876967,70.75,2108457.0
Americas,Costa Rica,1982,5262.734751,73.45,2424367.0
Americas,Costa Rica,1987,5629.915318,74.752,2799811.0
Americas,Costa Rica,1992,6160.416317,75.713,3173216.0
Americas,Costa Rica,1997,6677.045314,77.26,3518107.0
Americas,Costa Rica,2002,7723.447195,78.123,3834934.0
Americas,Costa Rica,2007,9645.06142,78.782,4133884.0
Americas,Cuba,1952,5586.53878,59.421,6007797.0
Americas,Cuba,1957,6092.174359,62.325,6640752.0
Americas,Cuba,1962,5180.75591,65.246,7254373.0
Americas,Cuba,1967,5690.268015,68.29,8139332.0
Americas,Cuba,1972,5305.445256,70.723,8831348.0
Americas,Cuba,1977,6380.494966,72.649,9537988.0
Americas,Cuba,1982,7316.918107,73.717,9789224.0
Americas,Cuba,1987,7532.924763,74.174,10239839.0
Americas,Cuba,1992,5592.843963,74.414,10723260.0
Americas,Cuba,1997,5431.990415,76.151,10983007.0
Americas,Cuba,2002,6340.646683,77.158,11226999.0
Americas,Cuba,2007,8948.102923,78.273,11416987.0
Americas,Dominican Republic,1952,1397.717137,45.928,2491346.0
Americas,Dominican Republic,1957,1544.402995,49.828,2923186.0
Americas,Dominican Republic,1962,1662.137359,53.459,3453434.0
Americas,Dominican Republic,1967,1653.723003,56.751,4049146.0
Americas,Dominican Republic,1972,2189.874499,59.631,4671329.0
Americas,Dominican Republic,1977,2681.9889,61.788,5302800.0
Americas,Dominican Republic,1982,2861.092386,63.727,5968349.0
Americas,Dominican Republic,1987,2899.842175,66.046,6655297.0
Americas,Dominican Republic,1992,3044.214214,68.457,7351181.0
Americas,Dominican Republic,1997,3614.101285,69.957,7992357.0
Americas,Dominican Republic,2002,4563.808154,70.847,8650322.0
Americas,Dominican Republic,2007,6025.374752,72.235,9319622.0
Americas,Ecuador,1952,3522.110717,48.357,3548753.0
Americas,Ecuador,1957,3780.546651,51.356,4058385.0
Americas,Ecuador,1962,4086.114078,54.64,4681707.0
Americas,Ecuador,1967,4579.074215,56.678,5432424.0
Americas,Ecuador,1972,5280.99471,58.796,6298651.0
Americas,Ecuador,1977,6679.62326,61.31,7278866.0
Americas,Ecuador,1982,7213.791267,64.342,8365850.0
Americas,Ecuador,1987,6481.776993,67.231,9545158.0
Americas,Ecuador,1992,7103.702595,69.613,10748394.0
Americas,Ecuador,1997,7429.455877,72.312,11911819.0
Americas,Ecuador,2002,5773.044512,74.173,12921234.0
Americas,Ecuador,2007,6873.262326,74.994,13755680.0
Americas,El Salvador,1952,3048.3029,45.262,2042865.0
Americas,El Salvador,1957,3421.523218,48.57,2355805.0
Americas,El Salvador,1962,3776.803627,52.307,2747687.0
Americas,El Salvador,1967,4358.595393,55.855,3232927.0
Americas,El Salvador,1972,4520.246008,58.207,3790903.0
Americas,El Salvador,1977,5138.922374,56.696,4282586.0
Americas,El Salvador,1982,4098.344175,56.604,4474873.0
Americas,El Salvador,1987,4140.442097,63.154,4842194.0
Americas,El Salvador,1992,4444.2317,66.798,5274649.0
Americas,El Salvador,1997,5154.825496,69.535,5783439.0
Americas,El Salvador,2002,5351.568666,70.734,6353681.0
Americas,El Salvador,2007,5728.353514,71.878,6939688.0
Americas,Guatemala,1952,2428.237769,42.023,3146381.0
Americas,Guatemala,1957,2617.155967,44.142,3640876.0
Americas,Guatemala,1962,2750.364446,46.954,4208858.0
Americas,Guatemala,1967,3242.531147,50.016,4690773.0
Americas,Guatemala,1972,4031.408271,53.738,5149581.0
Americas,Guatemala,1977,4879.992748,56.029,5703430.0
Americas,Guatemala,1982,4820.49479,58.137,6395630.0
Americas,Guatemala,1987,4246.485974,60.782,7326406.0
Americas,Guatemala,1992,4439.45084,63.373,8486949.0
Americas,Guatemala,1997,4684.313807,66.322,9803875.0
Americas,Guatemala,2002,4858.347495,68.978,11178650.0
Americas,Guatemala,2007,5186.050003,70.259,12572928.0
Americas,Haiti,1952,1840.366939,37.579,3201488.0
Americas,Haiti,1957,1726.887882,40.696,3507701.0
Americas,Haiti,1962,1796.589032,43.59,3880130.0
Americas,Haiti,1967,1452.057666,46.243,4318137.0
Americas,Haiti,1972,1654.456946,48.042,4698301.0
Americas,Haiti,1977,1874.298931,49.923,4908554.0
Americas,Haiti,1982,2011.159549,51.461,5198399.0
Americas,Haiti,1987,1823.015995,53.636,5756203.0
Americas,Haiti,1992,1456.309517,55.089,6326682.0
Americas,Haiti,1997,1341.726931,56.671,6913545.0
Americas,Haiti,2002,1270.364932,58.137,7607651.0
Americas,Haiti,2007,1201.637154,60.916,8502814.0
Americas,Honduras,1952,2194.926204,41.912,1517453.0
Americas,Honduras,1957,2220.487682,44.665,1770390.0
Americas,Honduras,1962,2291.156835,48.041,2090162.0
Americas,Honduras,1967,2538.269358,50.924,2500689.0
Americas,Honduras,1972,2529.842345,53.884,2965146.0
Americas,Honduras,1977,3203.208066,57.402,3055235.0
Americas,Honduras,1982,3121.760794,60.909,3669448.0
Americas,Honduras,1987,3023.096699,64.492,4372203.0
Americas,Honduras,1992,3081.694603,66.399,5077347.0
Americas,Honduras,1997,3160.454906,67.659,5867957.0
Americas,Honduras,2002,3099.72866,68.565,6677328.0
Americas,Honduras,2007,3548.330846,70.198,7483763.0
Americas,Jamaica,1952,2898.530881,58.53,1426095.0
Americas,Jamaica,1957,4756.525781,62.61,1535090.0
Americas,Jamaica,1962,5246.107524,65.61,1665128.0
Americas,Jamaica,1967,6124.703451,67.51,1861096.0
Americas,Jamaica,1972,7433.889293,69.0,1997616.0
Americas,Jamaica,1977,6650.195573,70.11,2156814.0
Americas,Jamaica,1982,6068.05135,71.21,2298309.0
Americas,Jamaica,1987,6351.237495,71.77,2326606.0
Americas,Jamaica,1992,7404.923685,71.766,2378618.0
Americas,Jamaica,1997,7121.924704,72.262,2531311.0
Americas,Jamaica,2002,6994.774861,72.047,2664659.0
Americas,Jamaica,2007,7320.880262,72.567,2780132.0
Americas,Mexico,1952,3478.125529,50.789,30144317.0
Americas,Mexico,1957,4131.546641,55.19,35015548.0
Americas,Mexico,1962,4581.609385,58.299,41121485.0
Americas,Mexico,1967,5754.733883,60.11,47995559.0
Americas,Mexico,1972,6809.40669,62.361,55984294.0
Americas,Mexico,1977,7674.929108,65.032,63759976.0
Americas,Mexico,1982,9611.147541,67.405,71640904.0
Americas,Mexico,1987,8688.156003,69.498,80122492.0
Americas,Mexico,1992,9472.384295,71.455,88111030.0
Americas,Mexico,1997,9767.29753,73.67,95895146.0
Americas,Mexico,2002,10742.44053,74.902,102479927.0
Americas,Mexico,2007,11977.57496,76.195,108700891.0
Americas,Nicaragua,1952,3112.363948,42.314,1165790.0
Americas,Nicaragua,1957,3457.415947,45.432,1358828.0
Americas,Nicaragua,1962,3634.364406,48.632,1590597.0
Americas,Nicaragua,1967,4643.393534,51.884,1865490.0
Americas,Nicaragua,1972,4688.593267,55.151,2182908.0
Americas,Nicaragua,1977,5486.371089,57.47,2554598.0
Americas,Nicaragua,1982,3470.338156,59.298,2979423.0
Americas,Nicaragua,1987,2955.984375,62.008,3344353.0
Americas,Nicaragua,1992,2170.151724,65.843,4017939.0
Americas,Nicaragua,1997,2253.023004,68.426,4609572.0
Americas,Nicaragua,2002,2474.548819,70.836,5146848.0
Americas,Nicaragua,2007,2749.320965,72.899,5675356.0
Americas,Panama,1952,2480.380334,55.191,940080.0
Americas,Panama,1957,2961.800905,59.201,1063506.0
Americas,Panama,1962,3536.540301,61.817,1215725.0
Americas,Panama,1967,4421.009084,64.071,1405486.0
Americas,Panama,1972,5364.249663,66.216,1616384.0
Americas,Panama,1977,5351.912144,68.681,1839782.0
Americas,Panama,1982,7009.601598,70.472,2036305.0
Americas,Panama,1987,7034.779161,71.523,2253639.0
Americas,Panama,1992,6618.74305,72.462,2484997.0
Americas,Panama,1997,7113.692252,73.738,2734531.0
Americas,Panama,2002,7356.031934,74.712,2990875.0
Americas,Panama,2007,9809.185636,75.537,3242173.0
Americas,Paraguay,1952,1952.308701,62.649,1555876.0
Americas,Paraguay,1957,2046.154706,63.196,1770902.0
Americas,Paraguay,1962,2148.027146,64.361,2009813.0
Americas,Paraguay,1967,2299.376311,64.951,2287985.0
Americas,Paraguay,1972,2523.337977,65.815,2614104.0
Americas,Paraguay,1977,3248.373311,66.353,2984494.0
Americas,Paraguay,1982,4258.503604,66.874,3366439.0
Americas,Paraguay,1987,3998.875695,67.378,3886512.0
Americas,Paraguay,1992,4196.411078,68.225,4483945.0
Americas,Paraguay,1997,4247.400261,69.4,5154123.0
Americas,Paraguay,2002,3783.674243,70.755,5884491.0
Americas,Paraguay,2007,4172.838464,71.752,6667147.0
Americas,Peru,1952,3758.523437,43.902,8025700.0
Americas,Peru,1957,4245.256698,46.263,9146100.0
Americas,Peru,1962,4957.037982,49.096,10516500.0
Americas,Peru,1967,5788.09333,51.445,12132200.0
Americas,Peru,1972,5937.827283,55.448,13954700.0
Americas,Peru,1977,6281.290855,58.447,15990099.0
Americas,Peru,1982,6434.501797,61.406,18125129.0
Americas,Peru,1987,6360.943444,64.134,20195924.0
Americas,Peru,1992,4446.380924,66.458,22430449.0
Americas,Peru,1997,5838.347657,68.386,24748122.0
Americas,Peru,2002,5909.020073,69.906,26769436.0
Americas,Peru,2007,7408.905561,71.421,28674757.0
Americas,Puerto Rico,1952,3081.959785,64.28,2227000.0
Americas,Puerto Rico,1957,3907.156189,68.54,2260000.0
Americas,Puerto Rico,1962,5108.34463,69.62,2448046.0
Americas,Puerto Rico,1967,6929.277714,71.1,2648961.0
Americas,Puerto Rico,1972,9123.041742,72.16,2847132.0
Americas,Puerto Rico,1977,9770.524921,73.44,3080828.0
Americas,Puerto Rico,1982,10330.98915,73.75,3279001.0
Americas,Puerto Rico,1987,12281.34191,74.63,3444468.0
Americas,Puerto Rico,1992,14641.58711,73.911,3585176.0
Americas,Puerto Rico,1997,16999.4333,74.917,3759430.0
Americas,Puerto Rico,2002,18855.60618,77.778,3859606.0
Americas,Puerto Rico,2007,19328.70901,78.746,3942491.0
Americas,Trinidad and Tobago,1952,3023.271928,59.1,662850.0
Americas,Trinidad and Tobago,1957,4100.3934,61.8,764900.0
Americas,Trinidad and Tobago,1962,4997.523971,64.9,887498.0
Americas,Trinidad and Tobago,1967,5621.368472,65.4,960155.0
Americas,Trinidad and Tobago,1972,6619.551419,65.9,975199.0
Americas,Trinidad and Tobago,1977,7899.554209,68.3,1039009.0
Americas,Trinidad and Tobago,1982,9119.528607,68.832,1116479.0
Americas,Trinidad and Tobago,1987,7388.597823,69.582,1191336.0
Americas,Trinidad and Tobago,1992,7370.990932,69.862,1183669.0
Americas,Trinidad and Tobago,1997,8792.573126,69.465,1138101.0
Americas,Trinidad and Tobago,2002,11460.60023,68.976,1101832.0
Americas,Trinidad and Tobago,2007,18008.50924,69.819,1056608.0
Americas,United States,1952,13990.48208,68.44,157553000.0
Americas,United States,1957,14847.12712,69.49,171984000.0
Americas,United States,1962,16173.14586,70.21,186538000.0
Americas,United States,1967,19530.36557,70.76,198712000.0
Americas,United States,1972,21806.03594,71.34,209896000.0
Americas,United States,1977,24072.63213,73.38,220239000.0
Americas,United States,1982,25009.55914,74.65,232187835.0
Americas,United States,1987,29884.35041,75.02,242803533.0
Americas,United States,1992,32003.93224,76.09,256894189.0
Americas,United States,1997,35767.43303,76.81,272911760.0
Americas,United States,2002,39097.09955,77.31,287675526.0
Americas,United States,2007,42951.65309,78.242,301139947.0
Americas,Uruguay,1952,5716.766744,66.071,2252965.0
Americas,Uruguay,1957,6150.772969,67.044,2424959.0
Americas,Uruguay,1962,5603.357717,68.253,2598466.0
Americas,Uruguay,1967,5444.61962,68.468,2748579.0
Americas,Uruguay,1972,5703.408898,68.673,2829526.0
Americas,Uruguay,1977,6504.339663,69.481,2873520.0
Americas,Uruguay,1982,6920.223051,70.805,2953997.0
Americas,Uruguay,1987,7452.398969,71.918,3045153.0
Americas,Uruguay,1992,8137.004775,72.752,3149262.0
Americas,Uruguay,1997,9230.240708,74.223,3262838.0
Americas,Uruguay,2002,7727.002004,75.307,3363085.0
Americas,Uruguay,2007,10611.46299,76.384,3447496.0
Americas,Venezuela,1952,7689.799761,55.088,5439568.0
Americas,Venezuela,1957,9802.466526,57.907,6702668.0
Americas,Venezuela,1962,8422.974165,60.77,8143375.0
Americas,Venezuela,1967,9541.474188,63.479,9709552.0
Americas,Venezuela,1972,10505.25966,65.712,11515649.0
Americas,Venezuela,1977,13143.95095,67.456,13503563.0
Americas,Venezuela,1982,11152.41011,68.557,15620766.0
Americas,Venezuela,1987,9883.584648,70.19,17910182.0
Americas,Venezuela,1992,10733.92631,71.15,20265563.0
Americas,Venezuela,1997,10165.49518,72.146,22374398.0
Americas,Venezuela,2002,8605.047831,72.766,24287670.0
Americas,Venezuela,2007,11415.80569,73.747,26084662.0
Asia,Afghanistan,1952,779.4453145,28.801,8425333.0
Asia,Afghanistan,1957,820.8530296,30.332,9240934.0
Asia,Afghanistan,1962,853.10071,31.997,10267083.0
Asia,Afghanistan,1967,836.1971382,34.02,11537966.0
Asia,Afghanistan,1972,739.9811058,36.088,13079460.0
Asia,Afghanistan,1977,786.11336,38.438,14880372.0
Asia,Afghanistan,1982,978.0114388,39.854,12881816.0
Asia,Afghanistan,1987,852.3959448,40.822,13867957.0
Asia,Afghanistan,1992,649.3413952,41.674,16317921.0
Asia,Afghanistan,1997,635.341351,41.763,22227415.0
Asia,Afghanistan,2002,726.7340548,42.129,25268405.0
Asia,Afghanistan,2007,974.5803384,43.828,31889923.0
Asia,Bahrain,1952,9867.084765,50.939,120447.0
Asia,Bahrain,1957,11635.79945,53.832,138655.0
Asia,Bahrain,1962,12753.27514,56.923,171863.0
Asia,Bahrain,1967,14804.6727,59.923,202182.0
Asia,Bahrain,1972,18268.65839,63.3,230800.0
Asia,Bahrain,1977,19340.10196,65.593,297410.0
Asia,Bahrain,1982,19211.14731,69.052,377967.0
Asia,Bahrain,1987,18524.02406,70.75,454612.0
Asia,Bahrain,1992,19035.57917,72.601,529491.0
Asia,Bahrain,1997,20292.01679,73.925,598561.0
Asia,Bahrain,2002,23403.55927,74.795,656397.0
Asia,Bahrain,2007,29796.04834,75.635,708573.0
Asia,Bangladesh,1952,684.2441716,37.484,46886859.0
Asia,Bangladesh,1957,661.6374577,39.348,51365468.0
Asia,Bangladesh,1962,686.3415538,41.216,56839289.0
Asia,Bangladesh,1967,721.1860862,43.453,62821884.0
Asia,Bangladesh,1972,630.2336265,45.252,70759295.0
Asia,Bangladesh,1977,659.8772322,46.923,80428306.0
Asia,Bangladesh,1982,676.9818656,50.009,93074406.0
Asia,Bangladesh,1987,751.9794035,52.819,103764241.0
Asia,Bangladesh,1992,837.8101643,56.018,113704579.0
Asia,Bangladesh,1997,972.7700352,59.412,123315288.0
Asia,Bangladesh,2002,1136.39043,62.013,135656790.0
Asia,Bangladesh,2007,1391.253792,64.062,150448339.0
Asia,Cambodia,1952,368.4692856,39.417,4693836.0
Asia,Cambodia,1957,434.0383364,41.366,5322536.0
Asia,Cambodia,1962,496.9136476,43.415,6083619.0
Asia,Cambodia,1967,523.4323142,45.415,6960067.0
Asia,Cambodia,1972,421.6240257,40.317,7450606.0
Asia,Cambodia,1977,524.9721832,31.22,6978607.0
Asia,Cambodia,1982,624.4754784,50.957,7272485.0
Asia,Cambodia,1987,683.8955732,53.914,8371791.0
Asia,Cambodia,1992,682.3031755,55.803,10150094.0
Asia,Cambodia,1997,734.28517,56.534,11782962.0
